08:38:43.696 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.crk.journalApp.JournalAppApplicationTests], using SpringBootContextLoader
14:04:24.636 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@57abad67, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@550a1967, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@2a640157, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@52851b44, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@584f54e6, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5d8bafa9, org.springframework.test.context.transaction.TransactionalTestExecutionListener@576f63f6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2dca0d64, org.springframework.test.context.event.EventPublishingTestExecutionListener@f80945f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@ff684e1, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@23aa363a, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@5ef6ae06, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@55dfebeb, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@6e35bc3d, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@1cdc4c27]
14:04:25.608 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
14:04:25.615 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
14:04:25.748 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 125 ms. Found 3 MongoDB repository interfaces.
14:04:25.768 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
14:04:25.768 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
14:04:25.783 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.crk.journalApp.repository.ConfigJournalAppRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
14:04:25.785 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.crk.journalApp.repository.JournalEntryRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
14:04:25.786 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.crk.journalApp.repository.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
14:04:25.786 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 8 ms. Found 0 Redis repository interfaces.
14:04:26.342 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.1"}, "os": {"type": "Darwin", "name": "Mac OS X", "architecture": "aarch64", "version": "26.2"}, "platform": "Java/Eclipse Adoptium/17.0.17+10"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=null, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='chinmaykhiste2006_db_user', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@1fd7a37]}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster01c.hibgdkh.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-6425or-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null}
14:04:26.364 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017 to client view of cluster
14:04:26.382 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017 to client view of cluster
14:04:26.383 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-srv-cluster01c.hibgdkh.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017 to client view of cluster
14:04:26.554 [main] INFO  org.mongodb.driver.cluster - No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@5a14e60d from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out
14:04:26.873 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:151417}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
14:04:26.873 [cluster-rtt-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:132221}] to ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017
14:04:26.873 [cluster-rtt-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:126072}] to ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017
14:04:26.873 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:132221}] to ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017
14:04:26.873 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:126072}] to ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017
14:04:26.873 [cluster-rtt-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:151417}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
14:04:26.890 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=252447875, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=215, topologyVersion=TopologyVersion{processId=697b82a0627cdb4f315fb092, counter=4}, lastWriteDate=Mon Feb 02 14:04:26 IST 2026, lastUpdateTimeNanos=162650211008291}
14:04:26.890 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=236017291, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=215, topologyVersion=TopologyVersion{processId=697b8c1ee524e6cd440bfae7, counter=3}, lastWriteDate=Mon Feb 02 14:04:26 IST 2026, lastUpdateTimeNanos=162650211007250}
14:04:26.890 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=243283875, setName='atlas-6425or-shard-0', canonicalAddress=ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, hosts=[ac-gphjrtp-shard-00-00.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017, ac-gphjrtp-shard-00-02.hibgdkh.mongodb.net:27017], passives=[], arbiters=[], primary='ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000ef, setVersion=215, topologyVersion=TopologyVersion{processId=697b8704de4d8f818433f9e7, counter=6}, lastWriteDate=Mon Feb 02 14:04:26 IST 2026, lastUpdateTimeNanos=162650211008291}
14:04:26.892 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff00000000000000ef from replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
14:04:26.895 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 215 from replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
14:04:26.895 [cluster-ClusterId{value='69806192508a2d4aa92d8fe0', description='null'}-ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
14:04:27.185 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:151387}] to ac-gphjrtp-shard-00-01.hibgdkh.mongodb.net:27017
14:04:28.125 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@5c997de8, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@45bf93bb, org.springframework.security.web.context.SecurityContextPersistenceFilter@2dd8a273, org.springframework.security.web.header.HeaderWriterFilter@7a117dc2, org.springframework.web.filter.CorsFilter@6b7c4734, org.springframework.security.web.authentication.logout.LogoutFilter@7a3c99f1, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@1b25d695, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1328f482, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@42503099, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2f6e92ca, org.springframework.security.web.session.SessionManagementFilter@3f4a605f, org.springframework.security.web.access.ExceptionTranslationFilter@ccd000e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@11adab6d]
23:13:05.909 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.crk.journalApp.JournalAppApplicationTests], using SpringBootContextLoader
23:13:10.572 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [com.crk.journalApp.JournalAppApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
23:13:10.575 [main] INFO  o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.crk.journalApp.JournalAppApplicationTests]: JournalAppApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
23:13:10.640 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.crk.journalApp.JournalApplication for test class com.crk.journalApp.JournalAppApplicationTests
23:13:10.687 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
